StockCode,Description,avg_daily_demand,std_daily_demand,max_daily_demand,total_qty_sold,days_with_sales,demand_variability,total_revenue,safety_stock,reorder_point,eoq,simulated_current_stock,stock_status,priority_score
SC7870,Product Z,27.0,16.97056274847714,39,54,2,0.6285393608219165,11754.4,74.0,263.0,993.0,972.0,🟢 OK,22.0
SC7026,Tool Y,21.0,25.45584412271571,39,42,2,1.2121830528854227,8644.94,111.0,258.0,875.0,756.0,🟢 OK,23.0
SC9410,Product Z,21.0,21.213203435596427,36,42,2,1.0101525440711858,9410.16,93.0,240.0,875.0,756.0,🟢 OK,24.0
SC8432,Item Beta,29.0,21.213203435596427,44,58,2,0.7314897733890182,10754.19,93.0,296.0,1029.0,1044.0,🟢 OK,25.0
SC9995,Product Z,30.0,22.627416997969522,46,60,2,0.754247233014235,10595.14,99.0,309.0,1046.0,1080.0,🟢 OK,26.0
SC6678,Tool Y,22.5,27.577164466275352,42,45,2,1.2256517535119482,8332.57,120.0,278.0,906.0,810.0,🟢 OK,27.0
SC6681,Widget A,23.0,31.11269837220809,45,46,2,1.3527260155948186,7838.150000000001,136.0,297.0,916.0,828.0,🟢 OK,28.0
SC9995,Tool Y,25.25,18.661457606521523,48,101,4,0.7390676276883503,10595.14,81.0,258.0,960.0,909.0,🟢 OK,29.0
SC2432,Item Beta,22.0,12.754084313139327,34,88,4,0.5797311048791826,11624.73,56.0,210.0,896.0,792.0,🟢 OK,30.0
SC4110,Item Beta,26.333333333333332,16.441816606851365,45,79,3,0.6243727823015558,11303.93,72.0,256.0,980.0,948.0,🟢 OK,31.0
SC8015,Product Z,9.0,11.313708498984761,17,18,2,1.2570787207126637,8108.28,49.0,112.0,573.0,324.0,🟢 OK,32.0
SC4965,Item Beta,21.0,18.681541692269406,41,63,3,0.8895972230177825,9660.93,82.0,229.0,875.0,756.0,🟢 OK,33.0
SC9298,Item Beta,20.666666666666668,19.139836293274122,41,62,3,0.9261211105167537,9423.31,84.0,229.0,869.0,744.0,🟢 OK,34.0
SC2268,Widget B,16.333333333333332,14.047538337136986,31,49,3,0.8600533670532522,9744.57,61.0,175.0,772.0,588.0,🟢 OK,35.0
SC9399,Product Z,27.333333333333332,15.534906930308058,40,82,3,0.5683502533399227,11528.19,68.0,259.0,999.0,984.0,🟢 OK,36.0
SC1479,Item Beta,23.0,26.870057685088806,42,46,2,1.1682633771046163,8281.14,117.0,278.0,916.0,828.0,🟢 OK,37.0
SC3051,Widget B,22.25,19.956202043475106,45,89,4,0.8969079566070124,9404.85,87.0,243.0,901.0,801.0,🟢 OK,38.0
SC5439,Item Alpha,26.0,22.627416997969522,42,52,2,0.8702852688179488,9532.53,99.0,281.0,974.0,936.0,🟢 OK,39.0
SC5667,Item Beta,13.666666666666666,18.58314648635514,35,41,3,1.3597424248359304,7543.46,81.0,177.0,706.0,492.0,🟢 OK,40.0
SC5258,Product Z,29.0,14.142135623730951,39,58,2,0.48765984892601216,11923.289999999999,62.0,265.0,1029.0,1044.0,🟢 OK,41.0
SC5561,Tool Y,24.5,30.405591591021544,46,49,2,1.2410445542290245,7905.37,133.0,304.0,946.0,882.0,🟢 OK,42.0
SC4457,Item Beta,27.5,28.991378028648448,48,55,2,1.0542319279311319,8586.960000000001,127.0,320.0,1002.0,990.0,🟢 OK,43.0
SC8015,Tool Y,19.666666666666668,23.072349974229613,46,59,3,1.1731703370761648,8108.28,101.0,239.0,847.0,708.0,🟢 OK,44.0
SC5862,Item Alpha,27.0,18.384776310850235,40,54,2,0.6809176408904095,10459.94,80.0,269.0,993.0,972.0,🟢 OK,45.0
SC9924,Tool Y,19.0,15.556349186104045,30,38,2,0.8187552198903417,9616.269999999999,68.0,201.0,833.0,684.0,🟢 OK,46.0
SC2974,Gadget X,6.0,7.0710678118654755,11,12,2,1.1785113000133938,8020.99,31.0,73.0,468.0,216.0,🟢 OK,47.0
SC4562,Tool Y,26.0,31.11269837220809,48,52,2,1.1966422446246794,7942.87,136.0,318.0,974.0,936.0,🟢 OK,48.0
SC6085,Product Z,21.0,17.05872210923198,40,63,3,0.812320100052799,9585.02,74.0,221.0,875.0,756.0,🟢 OK,49.0
SC6678,Gadget X,25.0,26.870057685088806,44,50,2,1.0748023069736312,8332.57,117.0,292.0,955.0,900.0,🟢 OK,50.0
SC9521,Gadget X,37.5,17.841898254763514,49,150,4,0.47578395333348467,11665.39,78.0,340.0,1170.0,1350.0,🟢 OK,51.0
SC7119,Gadget X,20.0,25.45584412271571,38,40,2,1.2727922054993894,7557.049999999999,111.0,251.0,854.0,720.0,🟢 OK,52.0
SC2189,Gadget X,19.0,25.45584412271571,37,38,2,1.3397812689114683,7335.09,111.0,244.0,833.0,684.0,🟢 OK,53.0
SC6819,Item Alpha,23.0,14.142135623730951,33,46,2,0.6148754616340085,10616.39,62.0,223.0,916.0,828.0,🟢 OK,54.0
SC5319,Product Z,27.5,24.748737341529164,45,55,2,0.899954084819259,9021.73,108.0,300.0,1002.0,990.0,🟢 OK,55.0
SC3026,Gadget X,21.5,24.748737341529164,39,43,2,1.151104061861308,7959.59,108.0,258.0,886.0,774.0,🟢 OK,56.0
SC3695,Item Alpha,15.25,15.435349040433131,36,61,4,1.0121540347745306,8489.34,67.0,174.0,746.0,549.0,🟢 OK,57.0
SC7420,Widget A,20.0,19.849433241279208,49,80,4,0.9924716615677245,8567.62,87.0,227.0,854.0,720.0,🟢 OK,58.0
SC1768,Product Z,25.0,19.79898987322333,39,50,2,0.7919595946121494,9524.67,86.0,261.0,955.0,900.0,🟢 OK,59.0
SC3631,Item Beta,12.0,12.727922061357855,21,24,2,1.0606601708959378,8277.1,56.0,140.0,662.0,432.0,🟢 OK,60.0
SC4834,Widget A,17.0,24.331050121192877,45,51,3,1.4312382415812055,6994.2,106.0,225.0,788.0,612.0,🟢 OK,61.0
SC1479,Product Z,19.5,20.506096654409877,34,39,2,1.0515946996868681,8281.14,90.0,226.0,844.0,702.0,🟢 OK,62.0
SC3239,Widget A,25.0,29.698484809834994,46,50,2,1.187939391918224,7744.110000000001,130.0,305.0,955.0,900.0,🟢 OK,63.0
SC7868,Product Z,25.5,30.405591591021544,47,51,2,1.1923761403567756,7723.26,133.0,312.0,965.0,918.0,🟢 OK,64.0
SC6085,Item Alpha,22.333333333333332,17.09775813764288,42,67,3,0.7655712595516643,9585.02,75.0,231.0,903.0,804.0,🟢 OK,65.0
SC1725,Product Z,28.0,29.698484809834994,49,56,2,1.060660171401014,8211.76,130.0,326.0,1011.0,1008.0,🟢 OK,66.0
SC2341,Widget A,15.0,19.79898987322333,29,30,2,1.3199326573349335,7292.67,86.0,191.0,740.0,540.0,🟢 OK,67.0
SC6694,Widget B,18.333333333333332,25.73583752927682,48,55,3,1.4037729553766778,7036.72,112.0,240.0,818.0,660.0,🟢 OK,68.0
SC1768,Tool Y,26.5,20.506096654409877,41,53,2,0.7738149677989331,9524.67,90.0,276.0,983.0,954.0,🟢 OK,69.0
SC9897,Widget B,31.0,25.45584412271571,49,62,2,0.8211562617581983,9268.16,111.0,328.0,1064.0,1116.0,🟢 OK,70.0
SC9735,Tool Y,24.0,24.041630560342615,41,48,2,1.0017346062635528,8384.26,105.0,273.0,936.0,864.0,🟢 OK,71.0
SC6647,Widget A,21.0,28.284271247461902,41,42,2,1.346870058761581,7144.92,123.0,270.0,875.0,756.0,🟢 OK,72.0
SC6681,Widget B,20.5,23.33452377915607,37,41,2,1.138269452086506,7838.150000000001,102.0,246.0,865.0,738.0,🟢 OK,73.0
SC2699,Item Alpha,29.5,11.269427669584644,46,118,4,0.38201449714455926,12102.58,49.0,256.0,1038.0,1062.0,🟢 OK,74.0
SC3915,Item Alpha,33.5,19.091883092036785,47,67,2,0.5699069578011258,10646.59,83.0,318.0,1106.0,1206.0,🟢 OK,75.0
SC2691,Tool Y,27.5,23.33452377915607,44,55,2,0.8485281371153013,9022.4,102.0,294.0,1002.0,990.0,🟢 OK,76.0
SC5882,Item Beta,26.333333333333332,21.385353243127255,45,79,3,0.8121020215825153,9195.27,93.0,277.0,980.0,948.0,🟢 OK,77.0
SC7553,Product Z,21.0,19.79898987322333,35,42,2,0.9428090411331066,8565.41,86.0,233.0,875.0,756.0,🟢 OK,78.0
SC9641,Widget A,14.0,14.730919862656235,30,42,3,1.0522085608667249,8107.74,64.0,162.0,715.0,504.0,🟢 OK,79.0
SC7746,Widget B,21.5,24.748737341529164,39,43,2,1.151104061861308,7731.16,108.0,258.0,886.0,774.0,🟢 OK,80.0
SC5014,Item Beta,27.0,21.213203435596427,42,54,2,0.7856742010273957,9313.03,93.0,282.0,993.0,972.0,🟢 OK,81.0
SC7043,Widget A,29.333333333333332,20.5993527406405,45,88,3,0.7022506613733407,9745.47,90.0,295.0,1035.0,1056.0,🟢 OK,82.0
SC6804,Tool Y,22.666666666666668,20.428737928059416,46,68,3,0.9012678493697089,8715.94,89.0,248.0,910.0,816.0,🟢 OK,83.0
SC9279,Gadget X,26.0,31.11269837220809,48,52,2,1.1966422446246794,7543.32,136.0,318.0,974.0,936.0,🟢 OK,84.0
SC7628,Item Alpha,22.666666666666668,22.501851775650227,48,68,3,0.9927287543701296,8313.93,98.0,257.0,910.0,816.0,🟢 OK,85.0
SC5960,Widget A,18.0,18.384776310850235,31,36,2,1.0213764611464706,8179.44,80.0,206.0,811.0,648.0,🟢 OK,86.0
SC2320,Widget B,26.0,20.016659728003237,47,104,4,0.76987152770402,9333.460000000001,87.0,269.0,974.0,936.0,🟢 OK,87.0
SC9924,Item Alpha,28.25,20.20519735117675,49,113,4,0.7152282245672378,9616.269999999999,88.0,286.0,1015.0,1017.0,🟢 OK,88.0
SC6350,Product Z,15.0,11.313708498984761,23,30,2,0.7542472327628192,9387.01,49.0,154.0,740.0,540.0,🟢 OK,89.0
SC9015,Item Alpha,17.25,19.189841062395487,45,69,4,1.1124545536968662,7778.49,84.0,205.0,793.0,621.0,🟢 OK,90.0
SC7492,Item Alpha,17.5,14.849242404917497,28,35,2,0.8485281369389838,8889.03,65.0,188.0,799.0,630.0,🟢 OK,91.0
SC9410,Gadget X,10.5,7.7781745930520225,16,21,2,0.7407785319661178,9410.16,34.0,108.0,619.0,378.0,🟢 OK,92.0
SC3156,Tool Y,21.5,27.577164466275352,41,43,2,1.2826588117883146,7175.709999999999,120.0,270.0,886.0,774.0,🟢 OK,93.0
SC3015,Item Beta,9.333333333333334,14.433756729740644,26,28,3,1.546473933672418,6427.82,63.0,128.0,584.0,336.0,🟢 OK,94.0
SC4772,Gadget X,8.5,10.606601717798213,16,17,2,1.2478354947435126,7279.58,46.0,106.0,557.0,306.0,🟢 OK,95.0
SC7870,Gadget X,34.166666666666664,13.377842377105011,46,205,6,0.3915466060445721,11754.4,58.0,297.0,1117.0,1230.0,🟢 OK,96.0
SC1123,Item Alpha,12.5,13.435028842544403,22,25,2,1.0748023065437102,7883.4,59.0,146.0,675.0,450.0,🟢 OK,97.0
SC5830,Widget B,30.5,26.16295090390226,49,61,2,0.8578016686991555,8796.09,114.0,328.0,1055.0,1098.0,🟢 OK,98.0
SC2321,Gadget X,21.5,21.920310216782973,37,43,2,1.0195493119343013,8041.4,96.0,246.0,886.0,774.0,🟢 OK,99.0
SC8348,Tool Y,13.0,12.727922061357855,22,26,2,0.9790709270436265,8182.360000000001,56.0,147.0,689.0,468.0,🟢 OK,100.0
SC1570,Gadget X,32.0,21.213203435596427,47,64,2,0.6629126071552282,9732.0,93.0,317.0,1081.0,1152.0,🟢 OK,101.0
SC7026,Product Z,24.0,20.808652046684813,48,72,3,0.8670271682506059,8644.94,91.0,259.0,936.0,864.0,🟢 OK,102.0
SC5852,Tool Y,25.5,26.16295090390226,44,51,2,1.0259980742604815,7966.39,114.0,292.0,965.0,918.0,🟢 OK,103.0
SC4161,Widget A,17.75,18.57193222760267,38,71,4,1.0463060404022315,7886.32,81.0,205.0,805.0,639.0,🟢 OK,104.0
SC5512,Product Z,15.0,12.727922061357855,24,30,2,0.8485281368581715,8725.07,56.0,161.0,740.0,540.0,🟢 OK,105.0
SC4772,Widget B,14.0,16.97056274847714,26,28,2,1.2121830525968076,7279.58,74.0,172.0,715.0,504.0,🟢 OK,106.0
SC4232,Gadget X,24.0,31.11269837220809,46,48,2,1.296362431635186,7001.0199999999995,136.0,304.0,936.0,864.0,🟢 OK,107.0
SC8190,Widget A,28.333333333333332,21.07921567168317,46,85,3,0.7439723175615334,9198.97,92.0,290.0,1017.0,1020.0,🟢 OK,108.0
SC2553,Product Z,17.5,23.33452377915607,34,35,2,1.3334013580469746,6860.59,102.0,224.0,799.0,630.0,🟢 OK,109.0
SC5295,Product Z,20.0,22.627416997969522,36,40,2,1.1313708493327908,7503.55,99.0,239.0,854.0,720.0,🟢 OK,110.0
SC9252,Widget A,27.5,28.991378028648448,48,55,2,1.0542319279311319,7763.91,127.0,320.0,1002.0,990.0,🟢 OK,111.0
SC7043,Item Alpha,28.0,17.776388834631177,42,84,3,0.6348710295815166,9745.47,78.0,274.0,1011.0,1008.0,🟢 OK,112.0
SC2737,Item Beta,28.0,22.627416997969522,44,56,2,0.8081220353531536,8796.9,99.0,295.0,1011.0,1008.0,🟢 OK,113.0
SC8940,Gadget X,22.333333333333332,20.55075018906447,46,67,3,0.9201828438744466,8274.1,90.0,246.0,903.0,804.0,🟢 OK,114.0
SC6612,Widget A,29.0,14.933184523068078,40,87,3,0.5149373971696105,10484.460000000001,65.0,268.0,1029.0,1044.0,🟢 OK,115.0
SC2883,Widget A,17.5,23.33452377915607,34,35,2,1.3334013580469746,6802.389999999999,102.0,224.0,799.0,630.0,🟢 OK,116.0
SC6967,Tool Y,25.0,19.79898987322333,39,50,2,0.7919595946121494,8853.48,86.0,261.0,955.0,900.0,🟢 OK,117.0
SC1290,Gadget X,22.5,30.405591591021544,44,45,2,1.35135962566702,6745.81,133.0,290.0,906.0,810.0,🟢 OK,118.0
SC7420,Gadget X,7.5,6.363961030678928,12,15,2,0.8485281362924861,8567.62,28.0,80.0,523.0,270.0,🟢 OK,119.0
SC2909,Product Z,20.0,15.556349186104045,31,40,2,0.7778174589162935,8893.970000000001,68.0,208.0,854.0,720.0,🟢 OK,120.0
SC1224,Product Z,13.5,17.67766952966369,26,27,2,1.309457001227342,6822.4,77.0,172.0,702.0,486.0,🟢 OK,121.0
SC1010,Gadget X,12.0,15.556349186104045,23,24,2,1.296362431095035,6855.18,68.0,152.0,662.0,432.0,🟢 OK,122.0
SC6063,Gadget X,23.5,27.577164466275352,43,47,2,1.173496359767676,7238.15,120.0,284.0,926.0,846.0,🟢 OK,123.0
SC5489,Item Beta,13.0,16.97056274847714,25,26,2,1.3054279027248352,6818.799999999999,74.0,165.0,689.0,468.0,🟢 OK,124.0
SC1259,Tool Y,31.5,23.33452377915607,48,63,2,0.7407785324364534,9025.99,102.0,322.0,1072.0,1134.0,🟢 OK,125.0
SC3345,Tool Y,25.0,21.213203435596427,40,50,2,0.8485281370844457,8497.630000000001,93.0,268.0,955.0,900.0,🟢 OK,126.0
SC8904,Product Z,29.0,19.79898987322333,43,58,2,0.682723788496417,9329.23,86.0,289.0,1029.0,1044.0,🟢 OK,127.0
SC9733,Widget B,26.0,32.526911934581186,49,52,2,1.2510350739258014,6963.139999999999,142.0,324.0,974.0,936.0,🟢 OK,128.0
SC3772,Item Alpha,35.75,13.9134227756269,46,143,4,0.38918665095762334,11282.99,61.0,311.0,1142.0,1287.0,🟢 OK,129.0
SC8900,Item Alpha,17.5,23.33452377915607,34,35,2,1.3334013580469746,6716.28,102.0,224.0,799.0,630.0,🟢 OK,130.0
SC7142,Product Z,30.0,26.870057685088806,49,60,2,0.895668589204404,8253.36,117.0,327.0,1046.0,1080.0,🟢 OK,131.0
SC5974,Widget A,23.0,16.522711641858304,39,69,3,0.7183787667249789,9090.560000000001,72.0,233.0,916.0,828.0,🟢 OK,132.0
SC5874,Product Z,13.5,12.020815280171307,22,27,2,0.8904307608345925,8262.68,52.0,146.0,702.0,486.0,🟢 OK,133.0
SC9982,Item Beta,18.5,20.506096654409877,33,37,2,1.108437656395973,7406.08,90.0,220.0,822.0,666.0,🟢 OK,134.0
SC6849,Item Beta,26.5,24.748737341529164,44,53,2,0.9339146163090573,8066.599999999999,108.0,294.0,983.0,954.0,🟢 OK,135.0
SC1069,Tool Y,25.5,27.577164466275352,45,51,2,1.0814574296259127,7494.49,120.0,298.0,965.0,918.0,🟢 OK,136.0
SC8019,Gadget X,11.0,14.142135623730951,21,22,2,1.2856486918976784,6813.27,62.0,139.0,634.0,396.0,🟢 OK,137.0
SC4232,Item Alpha,18.333333333333332,22.368132093076824,44,55,3,1.2200799316841469,7001.0199999999995,98.0,226.0,818.0,660.0,🟢 OK,138.0
SC7553,Widget B,21.0,16.97056274847714,33,42,2,0.8081220352569485,8565.41,74.0,221.0,875.0,756.0,🟢 OK,139.0
SC8537,Gadget X,11.0,11.313708498984761,19,22,2,1.0285189535181427,7632.19,49.0,126.0,634.0,396.0,🟢 OK,140.0
SC7887,Widget A,25.0,16.97056274847714,37,50,2,0.6788225096675565,9212.560000000001,74.0,249.0,955.0,900.0,🟢 OK,141.0
SC8655,Tool Y,36.5,17.67766952966369,49,73,2,0.4843197130087806,10412.16,77.0,332.0,1154.0,1314.0,🟢 OK,142.0
SC5936,Tool Y,34.333333333333336,17.473789896108208,49,103,3,0.5089453366316141,10222.28,76.0,316.0,1119.0,1236.0,🟢 OK,143.0
SC8906,Gadget X,30.333333333333332,21.77919496522618,48,91,3,0.717995438177348,8975.59,95.0,307.0,1052.0,1092.0,🟢 OK,144.0
SC9609,Widget A,28.0,22.627416997969522,44,56,2,0.8081220353531536,8521.01,99.0,295.0,1011.0,1008.0,🟢 OK,145.0
SC4973,Item Beta,21.0,15.556349186104045,32,42,2,0.7407785323188695,8836.17,68.0,215.0,875.0,756.0,🟢 OK,146.0
SC9604,Product Z,27.0,26.870057685088806,46,54,2,0.9951873213013679,7703.32,117.0,306.0,993.0,972.0,🟢 OK,147.0
SC3857,Widget B,21.0,18.384776310850235,34,42,2,0.8754655381950276,8192.04,80.0,227.0,875.0,756.0,🟢 OK,148.0
SC8744,Widget A,16.0,21.213203435596427,31,32,2,1.3258252138961357,6604.56,93.0,205.0,764.0,576.0,🟢 OK,149.0
SC8816,Product Z,36.5,6.363961030678928,41,73,2,0.174355096683161,13067.49,28.0,284.0,1154.0,1314.0,🟢 OK,150.0
SC2699,Gadget X,37.0,9.899494936611665,44,74,2,0.2675539171334088,12102.58,43.0,302.0,1162.0,1332.0,🟢 OK,151.0
SC9733,Product Z,26.5,31.81980515339464,49,53,2,1.2007473638259307,6963.139999999999,139.0,324.0,983.0,954.0,🟢 OK,152.0
SC9495,Product Z,39.0,12.0,49,156,4,0.3076923076134122,11710.67,52.0,325.0,1193.0,1404.0,🟢 OK,153.0
SC5351,Product Z,17.0,22.627416997969522,33,34,2,1.3310245285093691,6555.15,99.0,218.0,788.0,612.0,🟢 OK,154.0
SC2321,Item Alpha,27.5,24.748737341529164,45,55,2,0.899954084819259,8041.4,108.0,300.0,1002.0,990.0,🟢 OK,155.0
SC6002,Widget B,11.5,14.849242404917497,22,23,2,1.2912384688700096,6666.64,65.0,146.0,648.0,414.0,🟢 OK,156.0
SC2964,Item Alpha,24.0,22.627416997969522,40,48,2,0.9428090411892263,7845.06,99.0,267.0,936.0,864.0,🟢 OK,157.0
SC8236,Gadget X,16.0,18.193405398660254,37,48,3,1.1370878367055859,7125.1,79.0,191.0,764.0,576.0,🟢 OK,158.0
SC8348,Item Alpha,30.5,26.16295090390226,49,61,2,0.8578016686991555,8182.360000000001,114.0,328.0,1055.0,1098.0,🟢 OK,159.0
SC5204,Item Alpha,29.0,28.284271247461902,49,58,2,0.9753196978520243,7692.77,123.0,326.0,1029.0,1044.0,🟢 OK,160.0
SC8655,Item Alpha,37.0,16.97056274847714,49,74,2,0.4586638579429865,10412.16,74.0,333.0,1162.0,1332.0,🟢 OK,161.0
SC1605,Gadget X,24.333333333333332,19.139836293274126,40,73,3,0.78656861446884,8484.369999999999,84.0,254.0,942.0,876.0,🟢 OK,162.0
SC6801,Product Z,24.0,24.041630560342615,41,48,2,1.0017346062635528,7552.42,105.0,273.0,936.0,864.0,🟢 OK,163.0
SC5426,Widget A,23.5,28.991378028648448,44,47,2,1.2336756602685826,6763.91,127.0,292.0,926.0,846.0,🟢 OK,164.0
SC7646,Item Alpha,17.5,23.33452377915607,34,35,2,1.3334013580469746,6474.04,102.0,224.0,799.0,630.0,🟢 OK,165.0
SC2823,Widget A,17.5,23.33452377915607,34,35,2,1.3334013580469746,6467.8,102.0,224.0,799.0,630.0,🟢 OK,166.0
SC5993,Widget A,7.5,9.192388155425117,14,15,2,1.22565175242248,6779.75,40.0,92.0,523.0,270.0,🟢 OK,167.0
SC9735,Item Alpha,27.5,21.920310216782973,43,55,2,0.7971021894113436,8384.26,96.0,288.0,1002.0,990.0,🟢 OK,168.0
SC6201,Product Z,8.333333333333334,11.015141094572204,21,25,3,1.321816929762484,6488.75,48.0,106.0,552.0,300.0,🟢 OK,169.0
SC2396,Gadget X,23.666666666666668,24.110855093366833,49,71,3,1.0187685246413725,7458.98,105.0,271.0,929.0,852.0,🟢 OK,170.0
SC1570,Item Alpha,27.25,14.908051515875574,39,109,4,0.5470844590974212,9732.0,65.0,256.0,997.0,981.0,🟢 OK,171.0
SC2393,Item Alpha,25.666666666666668,18.610033136277146,43,77,3,0.7250662258062266,8719.289999999999,81.0,261.0,968.0,924.0,🟢 OK,172.0
SC7275,Tool Y,27.0,12.727922061357855,36,54,2,0.4714045206164374,10219.529999999999,56.0,245.0,993.0,972.0,🟢 OK,173.0
SC5220,Item Alpha,23.0,19.157244060668017,45,69,3,0.8329236544495121,8189.82,84.0,245.0,916.0,828.0,🟢 OK,174.0
SC9532,Product Z,24.0,29.698484809834994,45,48,2,1.2374368665608593,6706.98,130.0,298.0,936.0,864.0,🟢 OK,175.0
SC2819,Gadget X,22.333333333333332,21.22105872319601,46,67,3,0.9501966588221213,7690.92,93.0,249.0,903.0,804.0,🟢 OK,176.0
SC5875,Item Alpha,23.0,21.213203435596427,38,46,2,0.9223131924510127,7796.4,93.0,254.0,916.0,828.0,🟢 OK,177.0
SC7183,Item Beta,24.0,21.213203435596427,39,48,2,0.8838834761148996,7953.86,93.0,261.0,936.0,864.0,🟢 OK,178.0
SC5055,Item Beta,23.5,31.81980515339464,46,47,2,1.3540342612703955,6361.58,139.0,304.0,926.0,846.0,🟢 OK,179.0
SC9487,Item Alpha,13.0,16.97056274847714,25,26,2,1.3054279027248352,6495.54,74.0,165.0,689.0,468.0,🟢 OK,180.0
SC9431,Tool Y,24.5,19.091883092036785,38,49,2,0.7792605340507828,8411.53,83.0,254.0,946.0,882.0,🟢 OK,181.0
SC4247,Tool Y,28.0,25.45584412271571,46,56,2,0.9091372897722978,7836.17,111.0,307.0,1011.0,1008.0,🟢 OK,182.0
SC1272,Item Beta,20.0,19.79898987322333,34,40,2,0.9899494931661917,7494.099999999999,86.0,226.0,854.0,720.0,🟢 OK,183.0
SC1328,Item Alpha,22.0,25.45584412271571,40,44,2,1.1570838232338578,6877.68,111.0,265.0,896.0,792.0,🟢 OK,184.0
SC8906,Tool Y,28.25,18.264263832230778,48,113,4,0.6465226133014355,8975.59,80.0,278.0,1015.0,1017.0,🟢 OK,185.0
SC7892,Widget A,11.0,7.438637868140466,21,44,4,0.6762398055798243,8782.65,32.0,109.0,634.0,396.0,🟢 OK,186.0
SC7275,Widget B,30.5,13.428824718989125,43,122,4,0.4402893349044666,10219.529999999999,59.0,272.0,1055.0,1098.0,🟢 OK,187.0
SC9155,Widget A,20.0,26.870057685088806,39,40,2,1.3435028835826888,6279.24,117.0,257.0,854.0,720.0,🟢 OK,188.0
SC2020,Product Z,29.0,24.041630560342615,46,58,2,0.8290217431742206,8034.52,105.0,308.0,1029.0,1044.0,🟢 OK,189.0
SC2746,Item Beta,38.0,15.556349186104045,49,76,2,0.4093776100529018,10423.51,68.0,334.0,1178.0,1368.0,🟢 OK,190.0
SC9981,Widget A,30.0,20.29778313018444,48,90,3,0.676592770780617,8759.2,89.0,299.0,1046.0,1080.0,🟢 OK,191.0
SC9705,Tool Y,18.0,15.556349186104045,29,36,2,0.8642416209700905,7859.49,68.0,194.0,811.0,648.0,🟢 OK,192.0
SC1533,Item Beta,19.25,20.62967118820204,43,77,4,1.0716712299992377,7066.3099999999995,90.0,225.0,838.0,693.0,🟢 OK,193.0
