ds,y,rolling_7d_mean,rolling_30d_mean,rolling_7d_std,lag_1,lag_7,lag_30
2022-03-22,21149.88,25926.981428571427,28096.125333333333,6418.460966917815,37291.94,36249.14,25694.260000000002
2022-03-23,22812.63,24862.140000000003,27851.232333333333,6192.875288517707,21149.88,30266.52,30159.42
2022-03-24,28154.920000000002,26229.435714285715,28015.185,5604.302184437881,22812.63,18583.850000000002,23236.34
2022-03-25,21899.45,26125.26714285714,27962.967999999997,5688.529902384603,28154.920000000002,22628.63,23465.96
2022-03-26,30633.05,27160.897142857142,27982.81266666667,5765.589231529054,21899.45,23383.64,30037.71
2022-03-27,38036.88,28568.39285714286,28339.743333333336,7104.273717985331,30633.05,28184.41,27328.96
2022-03-28,23492.93,26597.105714285713,27890.99033333333,6127.567051500009,38036.88,37291.94,36955.52
2022-03-29,18590.2,26231.437142857143,27711.18766666667,6567.4036527629205,23492.93,21149.88,23984.28
2022-03-30,23830.96,26376.91285714286,27138.289666666664,6489.872242953407,18590.2,22812.63,41017.9
2022-03-31,21992.15,25496.51714285714,27145.034666666666,6625.0762259305675,23830.96,28154.920000000002,21789.8
2022-04-01,31796.469999999998,26910.37714285714,27273.364666666665,6783.648517712064,21992.15,21899.45,27946.57
2022-04-02,18481.510000000002,25174.442857142854,27016.045,7213.4198601350245,31796.469999999998,30633.05,26201.100000000002
2022-04-03,29849.670000000002,24004.841428571428,26585.787333333334,5148.46649568078,18481.510000000002,38036.88,42757.4
2022-04-04,15394.72,22847.954285714284,25904.957,6103.873991405934,29849.670000000002,23492.93,35819.63
2022-04-05,24211.64,23651.01714285714,25582.273333333334,5813.210009967848,15394.72,18590.2,33892.15
2022-04-06,36942.44,25524.08571428571,26142.821333333333,7690.159347531657,24211.64,23830.96,20126.0
2022-04-07,23613.23,25755.66857142857,26186.65166666667,7589.8253172200375,36942.44,21992.15,22298.32
2022-04-08,29556.59,25435.68571428571,26324.65666666667,7335.6627589715345,23613.23,31796.469999999998,25416.44
2022-04-09,17748.66,25330.992857142854,26070.037333333337,7455.699933459665,29556.59,18481.510000000002,25387.24
2022-04-10,28246.11,25101.91285714286,26035.071333333333,7317.067835970255,17748.66,29849.670000000002,29295.09
2022-04-11,31446.68,27395.05,26144.80633333333,6197.499785354303,28246.11,15394.72,28154.63
2022-04-12,26527.53,27725.89142857143,26113.3,6059.514844483365,31446.68,24211.64,27472.72
2022-04-13,31057.84,26885.234285714283,26401.809,4856.55062078308,26527.53,36942.44,22402.57
2022-04-14,26003.61,27226.717142857146,26060.291333333334,4668.537942738651,31057.84,23613.23,36249.14
2022-04-15,22773.29,26257.674285714285,25810.517,4806.295810534539,26003.61,29556.59,30266.52
2022-04-16,19042.46,26442.50285714286,25825.804,4435.08245655671,22773.29,17748.66,18583.850000000002
2022-04-17,32143.92,26999.332857142854,26142.980333333333,4917.697285443371,19042.46,28246.11,22628.63
2022-04-18,27778.2,26475.264285714286,26289.465666666667,4546.201379389375,32143.92,31446.68,23383.64
2022-04-19,24058.25,26122.510000000002,26151.927,4636.375364829723,27778.2,26527.53,28184.41
2022-04-20,20123.37,24560.442857142858,25579.641333333333,4537.394284548907,24058.25,31057.84,37291.94
2022-04-21,31076.69,25285.16857142857,25910.535,5167.6854144882145,20123.37,26003.61,21149.88
2022-04-22,27074.99,25899.697142857145,26052.613666666668,5074.121344159705,31076.69,22773.29,22812.63
2022-04-23,22882.59,26448.28714285714,25876.869333333332,4367.585562087718,27074.99,19042.46,28154.920000000002
2022-04-24,23722.45,25245.22,25937.636000000002,3635.775535962024,22882.59,32143.92,21899.45
2022-04-25,31828.99,25823.904285714285,25977.500666666667,4356.969392099879,23722.45,27778.2,30633.05
2022-04-26,28804.28,26501.90857142857,25669.747333333336,4405.420323565153,31828.99,24058.25,38036.88
2022-04-27,20315.78,26529.395714285714,25563.842333333334,4359.3484405656145,28804.28,20123.37,23492.93
2022-04-28,40580.48,27887.079999999998,26296.85166666667,6805.334315853505,20315.78,31076.69,18590.2
2022-04-29,30971.38,28443.707142857143,26534.865666666665,6886.702534497705,40580.48,27074.99,23830.96
2022-04-30,28759.61,29283.28142857143,26760.447666666667,6439.456585016647,30971.38,22882.59,21992.15
2022-05-01,25553.61,29544.875714285714,26552.352333333336,6208.974532317062,28759.61,23722.45,31796.469999999998
2022-05-02,31653.44,29519.797142857144,26991.416666666668,6198.5569717387,25553.61,31828.99,18481.510000000002
2022-05-03,28076.84,29415.877142857145,26932.32233333333,6218.617426204191,31653.44,28804.28,29849.670000000002
2022-05-04,32046.49,31091.692857142858,27487.381333333335,4769.295265863759,28076.84,20315.78,15394.72
2022-05-05,21360.57,28345.99142857143,27392.345666666668,3837.5903957276214,32046.49,40580.48,24211.64
2022-05-06,19926.06,26768.088571428572,26825.133000000005,4742.304966945313,21360.57,30971.38,36942.44
2022-05-07,24525.99,26163.285714285714,26855.558333333334,4715.8788740553755,19926.06,28759.61,23613.23
2022-05-08,22569.77,25737.022857142856,26622.66433333333,4910.988221616605,24525.99,25553.61,29556.59
2022-05-09,23323.55,24547.03857142857,26808.494,4195.538366314168,22569.77,31653.44,17748.66
2022-05-10,28378.05,24590.068571428572,26812.892,4239.092718842971,23323.55,28076.84,28246.11
2022-05-11,31574.99,24522.71142857143,26817.169,4102.409666356367,28378.05,32046.49,31446.68
2022-05-12,18064.02,24051.77571428571,26535.052000000003,4675.1414212116015,31574.99,21360.57,26527.53
2022-05-13,30249.01,25526.48285714286,26508.091,4783.696938326783,18064.02,19926.06,31057.84
2022-05-14,34244.79,26914.88285714286,26782.797000000002,5756.4000606070695,30249.01,24525.99,26003.61
2022-05-15,27015.15,27549.937142857143,26924.192333333332,5433.2899806738105,34244.79,22569.77,22773.29
2022-05-16,23649.0,27596.43,27077.74366666667,5392.335166626169,27015.15,23323.55,19042.46
2022-05-17,26164.57,27280.21857142857,26878.431999999997,5403.749267216934,23649.0,28378.05,32143.92
2022-05-18,22824.510000000002,26030.149999999998,26713.309,5254.721909460725,26164.57,31574.99,27778.2
2022-05-19,28393.21,27505.748571428576,26857.80766666667,3927.588349383654,22824.510000000002,18064.02,24058.25
2022-05-20,23246.83,26505.437142857143,26961.923000000003,4003.4203065824922,28393.21,30249.01,20123.37
2022-05-21,18680.95,24282.03142857143,26548.731666666667,3237.399432571482,23246.83,34244.79,31076.69
2022-05-22,29472.62,24633.09857142857,26628.65266666667,3685.423226190921,18680.95,27015.15,27074.99
2022-05-23,35942.81,26389.35714285714,27063.993333333336,5580.38349261862,29472.62,23649.0,22882.59
2022-05-24,22604.27,25880.742857142854,27026.720666666668,5763.5292360113035,35942.81,26164.57,23722.45
2022-05-25,20601.26,25563.135714285716,26652.463,6015.755361376364,22604.27,22824.510000000002,31828.99
2022-05-26,20370.69,24417.06142857143,26371.34333333333,6149.439589129035,20601.26,28393.21,28804.28
2022-05-27,21554.44,24175.29142857143,26412.632,6235.7789446425595,20370.69,23246.83,20315.78
2022-05-28,20077.56,24374.807142857142,25729.20133333333,6050.270018271114,21554.44,18680.95,40580.48
2022-05-29,24998.41,23735.634285714284,25530.102333333336,5644.702454097566,20077.56,29472.62,30971.38
2022-05-30,31672.42,23125.57857142857,25627.196,4134.171571691333,24998.41,35942.81,28759.61
2022-05-31,38079.26,25336.29142857143,26044.717666666667,6972.3060961263645,31672.42,22604.27,25553.61
2022-06-01,22674.2,25632.425714285717,25745.409666666666,6779.019758622566,38079.26,20601.26,31653.44
2022-06-02,22916.69,25996.139999999996,25573.404666666665,6512.731051540507,22674.2,20370.69,28076.84
2022-06-03,21924.12,26048.95142857143,25235.99233333333,6472.082600931548,22916.69,21554.44,32046.49
2022-06-04,18241.62,25786.674285714285,25132.02733333333,6784.0806611799035,21924.12,20077.56,21360.57
2022-06-05,23949.18,25636.784285714286,25266.13133333333,6815.915909173797,18241.62,24998.41,19926.06
2022-06-06,25960.44,24820.787142857145,25313.94633333333,6294.907376487524,23949.18,31672.42,24525.99
2022-06-07,23822.67,22784.131428571425,25355.70966666667,2377.9726347207657,25960.44,38079.26,22569.77
2022-06-08,26005.13,23259.978571428568,25445.095666666668,2667.903560959584,23822.67,22674.2,23323.55
2022-06-09,31274.21,24453.91,25541.63433333333,4017.420586603618,26005.13,22916.69,28378.05
2022-06-10,19358.59,24087.405714285713,25134.421,4386.725805126392,31274.21,21924.12,31574.99
2022-06-11,24390.62,24965.834285714285,25345.307666666668,3558.498061827275,19358.59,18241.62,18064.02
2022-06-12,30028.3,25834.28,25337.950666666664,3985.2444131905613,24390.62,23949.18,30249.01
2022-06-13,21971.7,25264.46,24928.84766666667,4241.143365516729,30028.3,25960.44,34244.79
2022-06-14,19136.15,24594.957142857143,24666.21433333333,4835.003771166095,21971.7,23822.67,27015.15
2022-06-15,27834.99,24856.365714285716,24805.747333333336,4971.492953881674,19136.15,26005.13,23649.0
2022-06-16,37686.06,25772.344285714284,25189.797000000002,6656.246015697973,27834.99,31274.21,26164.57
2022-06-17,21572.88,26088.671428571426,25148.076,6346.028710268141,37686.06,19358.59,22824.510000000002
2022-06-18,18661.91,25270.284285714286,24823.699333333334,6942.833072108374,21572.88,24390.62,28393.21
2022-06-19,22991.82,24265.07285714286,24815.199,6642.001734592041,18661.91,30028.3,23246.83
2022-06-20,26830.53,24959.191428571427,25086.85166666667,6616.224117091322,22991.82,21971.7,18680.95
2022-06-21,34713.87,27184.579999999998,25261.559999999998,6942.933960769031,26830.53,19136.15,29472.62
2022-06-22,26822.56,27039.947142857145,24957.55166666667,6937.66995672109,34713.87,27834.99,35942.81
2022-06-23,27416.24,25572.830000000005,25117.950666666668,5172.401681707759,26822.56,37686.06,22604.27
2022-06-24,43821.87,28751.257142857146,25891.971,8234.414593071597,27416.24,21572.88,20601.26
2022-06-25,27545.12,30020.287142857145,26131.11866666667,7014.512137888885,43821.87,18661.91,20370.69
2022-06-26,27913.61,30723.4,26343.091,6413.507199294317,27545.12,22991.82,21554.44
2022-06-27,32007.81,31463.01142857143,26740.766,6184.180683090876,27913.61,26830.53,20077.56
2022-06-28,16524.14,28864.47857142857,26458.29033333333,8111.717156548766,32007.81,34713.87,24998.41
2022-06-29,20756.87,27997.95142857143,26094.438666666665,8670.904716705225,16524.14,26822.56,31672.42
2022-06-30,18116.329999999998,26669.39285714286,25429.007666666665,9452.161219923397,20756.87,27416.24,38079.26
2022-07-01,26207.079999999998,24152.994285714285,25546.770333333334,5740.79754932725,18116.329999999998,43821.87,22674.2
2022-07-02,21314.9,23262.962857142855,25493.377333333334,5608.6794304355035,26207.079999999998,27545.12,22916.69
2022-07-03,17937.920000000002,21837.864285714284,25360.504000000004,5496.285575055369,21314.9,27913.61,21924.12
2022-07-04,28160.45,21288.24142857143,25691.131666666668,4391.044447180431,17937.920000000002,32007.81,18241.62
2022-07-05,28729.44,23031.855714285713,25850.473666666665,4602.19270817311,28160.45,16524.14,23949.18
2022-07-06,24166.41,23518.932857142856,25790.67266666667,4500.592752892704,28729.44,20756.87,25960.44
2022-07-07,18331.29,23549.641428571427,25607.626666666667,4458.118632171438,24166.41,18116.329999999998,23822.67
2022-07-08,33758.36,24628.395714285718,25866.067666666666,5891.503909277192,18331.29,26207.079999999998,26005.13
2022-07-09,22446.55,24790.06,25571.81233333333,5800.246537312002,33758.36,21314.9,31274.21
2022-07-10,18744.170000000002,24905.23857142857,25551.331666666665,5647.495904541602,22446.55,17937.920000000002,19358.59
2022-07-11,27965.96,24877.454285714284,25670.509666666665,5629.260910690537,18744.170000000002,28160.45,24390.62
2022-07-12,22991.61,24057.764285714282,25435.953333333335,5387.436670284713,27965.96,28729.44,30028.3
2022-07-13,23591.87,23975.687142857143,25489.959,5389.881573382697,22991.61,24166.41,21971.7
2022-07-14,32318.29,25973.829999999998,25929.363666666668,5539.204507168266,23591.87,18331.29,19136.15
2022-07-15,24316.420000000002,24624.98142857143,25812.077999999998,4349.503280837268,32318.29,33758.36,27834.99
2022-07-16,22437.5,24623.68857142857,25303.792666666668,4350.260002786901,24316.420000000002,22446.55,37686.06
2022-07-17,24019.63,25377.32571428572,25385.351000000002,3544.219191758385,22437.5,18744.170000000002,21572.88
2022-07-18,19483.26,24165.511428571426,25412.729333333333,3939.7221605312243,24019.63,27965.96,18661.91
2022-07-19,22737.0,24129.13857142857,25404.235333333334,3953.517498327384,19483.26,22991.61,22991.82
2022-07-20,24318.14,24232.89142857143,25320.489,3946.5916749368457,22737.0,23591.87,26830.53
2022-07-21,16076.19,21912.59142857143,24699.233,3080.180692699821,24318.14,32318.29,34713.87
2022-07-22,24510.97,21940.384285714284,24622.179999999997,3106.253126017749,16076.19,24316.420000000002,26822.56
2022-07-23,27317.18,22637.481428571427,24618.878,3722.7688627123725,24510.97,22437.5,27416.24
2022-07-24,30483.79,23560.932857142856,24174.275333333335,4775.613987910209,27317.18,24019.63,43821.87
2022-07-25,33409.99,25550.465714285714,24369.771,5620.020129189496,30483.79,19483.26,27545.12
2022-07-26,33611.4,27103.95142857143,24559.697333333334,6187.051057069182,33409.99,22737.0,27913.61
2022-07-27,14595.26,25714.96857142857,23979.279,7798.283005404513,33611.4,24318.14,32007.81
2022-07-28,26859.66,27255.464285714286,24323.796333333335,6540.536213896776,14595.26,16076.19,16524.14
2022-07-29,27359.67,27662.421428571426,24543.88966666667,6428.983783428054,26859.66,24510.97,20756.87
2022-07-30,31631.39,28278.737142857142,24994.391666666666,6595.018314161362,27359.67,27317.18,18116.329999999998
2022-07-31,26513.02,27711.484285714283,25004.58966666667,6544.31900815472,31631.39,30483.79,26207.079999999998
2022-08-01,37223.98,28256.34,25534.892333333333,7221.555704691797,26513.02,33409.99,21314.9
2022-08-02,28834.52,27573.928571428572,25898.112333333338,6847.177371974594,37223.98,33611.4,17937.920000000002
2022-08-03,29970.76,29770.428571428572,25958.456,3760.0909793887904,28834.52,14595.26,28160.45
2022-08-04,20505.940000000002,28862.754285714287,25684.339333333333,5105.891557648074,29970.76,26859.66,28729.44
2022-08-05,28850.399999999998,29075.715714285714,25840.472333333335,5063.664579774403,20505.940000000002,27359.67,24166.41
2022-08-06,30935.17,28976.255714285715,26260.601666666666,5011.670496676919,28850.399999999998,31631.39,18331.29
2022-08-07,29026.54,29335.329999999998,26102.874333333333,4894.444213088277,30935.17,26513.02,33758.36
2022-08-08,38237.99,29480.18857142857,26629.255666666668,5173.863371847733,29026.54,37223.98,22446.55
2022-08-09,21981.100000000002,28501.12857142857,26737.153333333332,5912.172545633929,38237.99,28834.52,18744.170000000002
2022-08-10,36384.43,29417.367142857143,27017.769000000004,6631.1497029241045,21981.100000000002,29970.76,27965.96
2022-08-11,29175.83,30655.922857142858,27223.909666666663,5381.1328262541965,36384.43,20505.940000000002,22991.61
2022-08-12,21581.61,29617.524285714284,27156.900999999998,6393.680250220673,29175.83,28850.399999999998,23591.87
2022-08-13,23004.239999999998,28484.534285714286,26846.432666666668,6810.391047105533,21581.61,30935.17,32318.29
2022-08-14,27804.04,28309.891428571427,26962.686666666665,6809.850202374565,23004.239999999998,29026.54,24316.420000000002
2022-08-15,23153.93,26155.02571428572,26986.567666666666,5381.403657587411,27804.04,38237.99,22437.5
2022-08-16,23098.739999999998,26314.68857142857,26955.871333333333,5251.949048665731,23153.93,21981.100000000002,24019.63
2022-08-17,30934.44,25536.118571428575,27337.57733333333,3678.700517118447,23098.739999999998,36384.43,19483.26
2022-08-18,33942.18,26217.02571428571,27711.083333333332,4749.841272175505,30934.44,29175.83,22737.0
2022-08-19,32005.7,27706.18142857143,27967.335333333333,4688.0082945263175,33942.18,21581.61,24318.14
2022-08-20,30770.93,28815.70857142857,28457.16,4292.07812643412,32005.7,23004.239999999998,16076.19
2022-08-21,32396.35,29471.752857142856,28720.006,4459.379046241425,30770.93,27804.04,24510.97
2022-08-22,25693.87,29834.601428571426,28665.895666666667,3931.756784947526,32396.35,23153.93,27317.18
2022-08-23,28083.38,30546.692857142858,28585.881999999998,2795.7615654278825,25693.87,23098.739999999998,30483.79
2022-08-24,30818.34,30530.10714285714,28499.493666666665,2793.4212925593165,28083.38,30934.44,33409.99
2022-08-25,18626.67,28342.17714285714,28000.002666666664,4888.072659435797,30818.34,33942.18,33611.4
2022-08-26,25943.41,27476.135714285712,28378.27433333334,4662.653317092656,18626.67,32005.7,14595.26
2022-08-27,31040.69,27514.672857142858,28517.642,4695.4232649702335,25943.41,30770.93,26859.66
2022-08-28,23675.25,26268.801428571427,28394.827999999998,4326.796826300126,31040.69,32396.35,27359.67
2022-08-29,32178.13,27195.124285714286,28413.052666666666,4846.134618166849,23675.25,25693.87,31631.39
2022-08-30,27126.43,27058.41714285714,28433.499666666667,4830.373056934325,32178.13,28083.38,26513.02
2022-08-31,15175.68,24823.751428571424,27698.55633333333,6219.610509607023,27126.43,30818.34,37223.98
2022-09-01,29637.6,26396.74142857143,27725.325666666664,5767.012028235607,15175.68,18626.67,28834.52
2022-09-02,19598.8,25490.368571428575,27379.593666666668,6322.0049877640995,29637.6,25943.41,29970.76
2022-09-03,26297.91,24812.82857142857,27572.659333333333,5865.7070393528975,19598.8,31040.69,20505.940000000002
2022-09-04,30491.16,25786.53,27627.351333333332,6201.502720196121,26297.91,23675.25,28850.399999999998
2022-09-05,24519.33,24692.415714285715,27413.49,5524.573267384106,30491.16,32178.13,30935.17
2022-09-06,22742.11,24066.084285714285,27204.009000000002,5450.667973551047,24519.33,27126.43,29026.54
2022-09-07,29655.42,26134.618571428575,26917.923333333332,4092.8440574716305,22742.11,15175.68,38237.99
2022-09-08,24920.26,25460.712857142855,27015.895333333334,3797.6523524747513,29655.42,29637.6,21981.100000000002
2022-09-09,31548.44,27167.804285714286,26854.695666666667,3387.040294617385,24920.26,19598.8,36384.43
2022-09-10,26871.85,27249.795714285716,26777.896333333334,3369.3734940532327,31548.44,26297.91,29175.83
2022-09-11,29203.02,27065.77571428571,27031.943333333336,3193.4220310238493,26871.85,30491.16,21581.61
2022-09-12,24057.22,26999.76,27067.042666666668,3258.9410549491754,29203.02,24519.33,23004.239999999998
2022-09-13,30745.79,28143.14285714286,27165.101000000002,2900.5191354348563,24057.22,22742.11,27804.04
2022-09-14,32776.409999999996,28588.99857142857,27485.850333333332,3373.097947107514,30745.79,29655.42,23153.93
2022-09-15,21617.81,28117.22,27436.485999999997,4120.002848186712,32776.409999999996,24920.26,23098.739999999998
2022-09-16,22396.86,26809.85142857143,27151.9,4297.89290592272,21617.81,31548.44,30934.44
2022-09-17,23867.12,26380.604285714286,26816.064666666665,4438.41851066666,22396.86,26871.85,33942.18
2022-09-18,22622.78,25440.570000000003,26503.300666666666,4437.846980702825,23867.12,29203.02,32005.7
2022-09-19,18350.93,24625.385714285716,26089.300666666666,5193.9800909991045,22622.78,24057.22,30770.93
2022-09-20,24478.63,23730.077142857142,25825.376666666663,4450.013514337936,18350.93,30745.79,32396.35
2022-09-21,30427.44,23394.510000000002,25983.162333333334,3675.278120841077,24478.63,32776.409999999996,25693.87
2022-09-22,26032.760000000002,24025.217142857146,25914.808333333334,3698.314374264347,30427.44,21617.81,28083.38
2022-09-23,31534.72,25330.625714285714,25938.68766666667,4543.816689993311,26032.760000000002,22396.86,30818.34
2022-09-24,25692.8,25591.437142857143,26174.225333333332,4497.977021249702,31534.72,23867.12,18626.67
2022-09-25,29238.83,26536.58714285714,26284.072666666663,4465.202001163036,25692.8,22622.78,25943.41
2022-09-26,29673.71,28154.127142857145,26238.506666666664,2712.6150011364352,29238.83,18350.93,31040.69
2022-09-27,28963.5,28794.82285714286,26414.781666666666,2176.466901997465,29673.71,24478.63,23675.25
