ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-12,26770.521265936986,19802.575976943033,34031.46684280061,26770.521265936986,26770.521265936986,410.8372455591574,410.8372455591574,410.8372455591574,-1041.9564665449914,-1041.9564665449914,-1041.9564665449914,1452.7937121041487,1452.7937121041487,1452.7937121041487,0.0,0.0,0.0,27181.358511496142
2022-01-13,26770.385413235985,21546.709445974386,35121.04457109855,26770.385413235985,26770.385413235985,1345.303222064353,1345.303222064353,1345.303222064353,-9.960930865402789,-9.960930865402789,-9.960930865402789,1355.2641529297557,1355.2641529297557,1355.2641529297557,0.0,0.0,0.0,28115.68863530034
2022-01-14,26770.24956053498,21028.289619548388,35103.780353513044,26770.24956053498,26770.24956053498,1116.131480146228,1116.131480146228,1116.131480146228,-130.97913750497085,-130.97913750497085,-130.97913750497085,1247.110617651199,1247.110617651199,1247.110617651199,0.0,0.0,0.0,27886.381040681208
2022-01-15,26770.11370783398,21103.594449632667,34852.83505247945,26770.11370783398,26770.11370783398,985.6957647144892,985.6957647144892,985.6957647144892,-143.62073538702887,-143.62073538702887,-143.62073538702887,1129.3165001015182,1129.3165001015182,1129.3165001015182,0.0,0.0,0.0,27755.80947254847
2022-01-16,26769.97785513298,21598.3498455083,34597.62100797513,26769.97785513298,26769.97785513298,1339.9660965300166,1339.9660965300166,1339.9660965300166,336.85717274647783,336.85717274647783,336.85717274647783,1003.1089237835387,1003.1089237835387,1003.1089237835387,0.0,0.0,0.0,28109.943951662997
2022-01-17,26769.84200243198,21714.130988710993,35368.51191683471,26769.84200243198,26769.84200243198,1799.2675409998167,1799.2675409998167,1799.2675409998167,929.3201391016131,929.3201391016131,929.3201391016131,869.9474018982035,869.9474018982035,869.9474018982035,0.0,0.0,0.0,28569.109543431794
2022-01-18,26769.706149730977,21065.09819144895,34179.69167011189,26769.706149730977,26769.706149730977,791.8449980948407,791.8449980948407,791.8449980948407,60.33995845569614,60.33995845569614,60.33995845569614,731.5050396391446,731.5050396391446,731.5050396391446,0.0,0.0,0.0,27561.551147825816
2022-01-19,26769.57029702998,19293.78624822873,32970.894590187236,26769.57029702998,26769.57029702998,-452.31393923358763,-452.31393923358763,-452.31393923358763,-1041.956466544663,-1041.956466544663,-1041.956466544663,589.6425273110754,589.6425273110754,589.6425273110754,0.0,0.0,0.0,26317.256357796392
2022-01-20,26769.434444328974,19891.381151024532,33578.71417687687,26769.434444328974,26769.434444328974,436.4144822774217,436.4144822774217,436.4144822774217,-9.960930864800126,-9.960930864800126,-9.960930864800126,446.3754131422218,446.3754131422218,446.3754131422218,0.0,0.0,0.0,27205.848926606395
2022-01-21,26769.298591627972,20485.509601502377,34022.67987200573,26769.298591627972,26769.298591627972,172.85623654049343,172.85623654049343,172.85623654049343,-130.979137505661,-130.979137505661,-130.979137505661,303.83537404615447,303.83537404615447,303.83537404615447,0.0,0.0,0.0,26942.154828168466
2022-01-22,26769.162738926974,19779.87422594304,33628.78359322795,26769.162738926974,26769.162738926974,20.605678186856572,20.605678186856572,20.605678186856572,-143.62073538613137,-143.62073538613137,-143.62073538613137,164.22641357298795,164.22641357298795,164.22641357298795,0.0,0.0,0.0,26789.76841711383
2022-01-23,26769.02688622597,20140.140908394107,34275.15447000387,26769.02688622597,26769.02688622597,366.63427457784604,366.63427457784604,366.63427457784604,336.8571727490163,336.8571727490163,336.8571727490163,29.777101828829775,29.777101828829775,29.777101828829775,0.0,0.0,0.0,27135.661160803815
2022-01-24,26768.891033524967,21033.199477374234,34093.18852597023,26768.891033524967,26768.891033524967,832.0102651173183,832.0102651173183,832.0102651173183,929.3201391006664,929.3201391006664,929.3201391006664,-97.3098739833482,-97.3098739833482,-97.3098739833482,0.0,0.0,0.0,27600.901298642286
2022-01-25,26768.75518082397,19701.20779585783,32806.34593957576,26768.75518082397,26768.75518082397,-154.56950443845963,-154.56950443845963,-154.56950443845963,60.33995845612949,60.33995845612949,60.33995845612949,-214.90946289458913,-214.90946289458913,-214.90946289458913,0.0,0.0,0.0,26614.18567638551
2022-01-26,26768.619328122964,18550.97050374682,32246.962830481312,26768.619328122964,26768.619328122964,-1362.9823127058087,-1362.9823127058087,-1362.9823127058087,-1041.9564665447747,-1041.9564665447747,-1041.9564665447747,-321.02584616103417,-321.02584616103417,-321.02584616103417,0.0,0.0,0.0,25405.637015417156
2022-01-27,26768.483475421966,19471.87657333711,33634.95948464694,26768.483475421966,26768.483475421966,-423.80331405335573,-423.80331405335573,-423.80331405335573,-9.960930864245002,-9.960930864245002,-9.960930864245002,-413.8423831891107,-413.8423831891107,-413.8423831891107,0.0,0.0,0.0,26344.68016136861
2022-01-28,26768.347622720965,19301.603337845707,33213.940967437564,26768.347622720965,26768.347622720965,-622.7475663226342,-622.7475663226342,-622.7475663226342,-130.97913750575057,-130.97913750575057,-130.97913750575057,-491.7684288168836,-491.7684288168836,-491.7684288168836,0.0,0.0,0.0,26145.600056398333
2022-01-29,26768.21177001996,18862.86772958375,32776.42863877437,26768.21177001996,26768.21177001996,-697.1023388381687,-697.1023388381687,-697.1023388381687,-143.62073538523393,-143.62073538523393,-143.62073538523393,-553.4816034529349,-553.4816034529349,-553.4816034529349,0.0,0.0,0.0,26071.10943118179
2022-01-30,26768.07591731896,19494.230748215043,33698.7131921241,26768.07591731896,26768.07591731896,-261.10702948901377,-261.10702948901377,-261.10702948901377,336.8571727444055,336.8571727444055,336.8571727444055,-597.9642022334192,-597.9642022334192,-597.9642022334192,0.0,0.0,0.0,26506.96888782995
2022-01-31,26767.94006461796,20328.167148475335,33602.63324272389,26767.94006461796,26767.94006461796,304.78756305593436,304.78756305593436,304.78756305593436,929.3201391001483,929.3201391001483,929.3201391001483,-624.532576044214,-624.532576044214,-624.532576044214,0.0,0.0,0.0,27072.727627673896
2022-02-01,26767.804211916955,19456.40927296403,32742.615388681246,26767.804211916955,26767.804211916955,-572.5185433981037,-572.5185433981037,-572.5185433981037,60.339958454185336,60.339958454185336,60.339958454185336,-632.858501852289,-632.858501852289,-632.858501852289,0.0,0.0,0.0,26195.285668518853
2022-02-02,26767.668359215957,18331.41132042704,31914.693199177756,26767.668359215957,26767.668359215957,-1664.9382437525007,-1664.9382437525007,-1664.9382437525007,-1041.9564665441999,-1041.9564665441999,-1041.9564665441999,-622.9817772083011,-622.9817772083011,-622.9817772083011,0.0,0.0,0.0,25102.730115463455
2022-02-03,26767.532506514952,19488.455974196513,32778.047902944694,26767.532506514952,26767.532506514952,-605.2744485430173,-605.2744485430173,-605.2744485430173,-9.960930863594722,-9.960930863594722,-9.960930863594722,-595.3135176794227,-595.3135176794227,-595.3135176794227,0.0,0.0,0.0,26162.258057971936
2022-02-04,26767.396653813954,19573.34750906273,32624.655667794847,26767.396653813954,26767.396653813954,-681.6090367560282,-681.6090367560282,-681.6090367560282,-130.97913750459372,-130.97913750459372,-130.97913750459372,-550.6298992514345,-550.6298992514345,-550.6298992514345,0.0,0.0,0.0,26085.787617057926
2022-02-05,26767.260801112952,19220.802810319146,33003.22987906286,26767.260801112952,26767.260801112952,-633.6770979373997,-633.6770979373997,-633.6770979373997,-143.6207353865953,-143.6207353865953,-143.6207353865953,-490.0563625508044,-490.0563625508044,-490.0563625508044,0.0,0.0,0.0,26133.58370317555
2022-02-06,26767.12494858542,19864.60264957317,33868.170118510345,26767.12494858542,26767.12494858542,-78.18540116061854,-78.18540116061854,-78.18540116061854,336.8571727455092,336.8571727455092,336.8571727455092,-415.04257390612776,-415.04257390612776,-415.04257390612776,0.0,0.0,0.0,26688.9395474248
2022-02-07,26766.98909605789,20657.937970207,34211.464199812435,26766.98909605789,26766.98909605789,601.9914277873568,601.9914277873568,601.9914277873568,929.3201391010864,929.3201391010864,929.3201391010864,-327.3287113137297,-327.3287113137297,-327.3287113137297,0.0,0.0,0.0,27368.980523845246
2022-02-08,26766.853243530357,19877.11631021795,33413.09307782964,26766.853243530357,26766.853243530357,-168.56394456432588,-168.56394456432588,-168.56394456432588,60.33995845342992,60.33995845342992,60.33995845342992,-228.9039030177558,-228.9039030177558,-228.9039030177558,0.0,0.0,0.0,26598.289298966032
2022-02-09,26766.71739100283,18401.15535434744,32010.96945843003,26766.71739100283,26766.71739100283,-1163.9143511752302,-1163.9143511752302,-1163.9143511752302,-1041.956466543625,-1041.956466543625,-1041.956466543625,-121.95788463160495,-121.95788463160495,-121.95788463160495,0.0,0.0,0.0,25602.8030398276
2022-02-10,26766.581538475293,19673.36584363474,33584.79769637286,26766.581538475293,26766.581538475293,-18.788080952502433,-18.788080952502433,-18.788080952502433,-9.96093086629926,-9.96093086629926,-9.96093086629926,-8.827150086203172,-8.827150086203172,-8.827150086203172,0.0,0.0,0.0,26747.793457522792
2022-02-11,26766.445685947765,20056.61677570236,33603.083307681016,26766.445685947765,26766.445685947765,-22.916183111949692,-22.916183111949692,-22.916183111949692,-130.9791375046835,-130.9791375046835,-130.9791375046835,108.06295439273383,108.06295439273383,108.06295439273383,0.0,0.0,0.0,26743.529502835816
2022-02-12,26766.309833420237,20293.762545266676,34010.40537426654,26766.309833420237,26766.309833420237,82.63787581767907,82.63787581767907,82.63787581767907,-143.62073538569788,-143.62073538569788,-143.62073538569788,226.25861120337694,226.25861120337694,226.25861120337694,0.0,0.0,0.0,26848.947709237917
2022-02-13,26766.1739808927,20066.677725866844,33842.78019685763,26766.1739808927,26766.1739808927,680.1958904475662,680.1958904475662,680.1958904475662,336.8571727451782,336.8571727451782,336.8571727451782,343.338717702388,343.338717702388,343.338717702388,0.0,0.0,0.0,27446.369871340266
2022-02-14,26766.038128365173,21388.901137045683,34659.202503266846,26766.038128365173,26766.038128365173,1386.295308641799,1386.295308641799,1386.295308641799,929.3201391005686,929.3201391005686,929.3201391005686,456.9751695412305,456.9751695412305,456.9751695412305,0.0,0.0,0.0,28152.33343700697
2022-02-15,26765.902275837638,20736.524081848474,33811.085080668716,26765.902275837638,26765.902275837638,625.330502260821,625.330502260821,625.330502260821,60.339958458325164,60.339958458325164,60.339958458325164,564.9905438024958,564.9905438024958,564.9905438024958,0.0,0.0,0.0,27391.23277809846
2022-02-16,26765.76642331011,20142.655939073426,32838.46126617886,26765.76642331011,26765.76642331011,-376.5449203626733,-376.5449203626733,-376.5449203626733,-1041.9564665444225,-1041.9564665444225,-1041.9564665444225,665.4115461817493,665.4115461817493,665.4115461817493,0.0,0.0,0.0,26389.221502947436
2022-02-17,26765.63057078258,20372.90192363208,34318.90940544931,26765.63057078258,26765.63057078258,746.5557658971479,746.5557658971479,746.5557658971479,-9.96093086564898,-9.96093086564898,-9.96093086564898,756.5166967627969,756.5166967627969,756.5166967627969,0.0,0.0,0.0,27512.18633667973
2022-02-18,26765.494718255046,20585.858287982202,34402.57506675031,26765.494718255046,26765.494718255046,705.8977477075858,705.8977477075858,705.8977477075858,-130.97913750537347,-130.97913750537347,-130.97913750537347,836.8768852129593,836.8768852129593,836.8768852129593,0.0,0.0,0.0,27471.392465962632
2022-02-19,26765.358865727518,20042.124323359243,34099.096511231495,26765.358865727518,26765.358865727518,761.7668888200797,761.7668888200797,761.7668888200797,-143.62073538592975,-143.62073538592975,-143.62073538592975,905.3876242060095,905.3876242060095,905.3876242060095,0.0,0.0,0.0,27527.125754547596
2022-02-20,26765.223013199982,20995.86077657362,34770.665323775356,26765.223013199982,26765.223013199982,1298.1492367591352,1298.1492367591352,1298.1492367591352,336.85717274484705,336.85717274484705,336.85717274484705,961.292064014288,961.292064014288,961.292064014288,0.0,0.0,0.0,28063.372249959117
2022-02-21,26765.087160672454,22131.481525566905,35151.33404923719,26765.087160672454,26765.087160672454,1933.5142338682194,1933.5142338682194,1933.5142338682194,929.3201391015066,929.3201391015066,929.3201391015066,1004.1940947667132,1004.1940947667132,1004.1940947667132,0.0,0.0,0.0,28698.601394540674
2022-02-22,26764.951308144922,21274.698811790044,34904.36544403157,26764.951308144922,26764.951308144922,1094.401106755657,1094.401106755657,1094.401106755657,60.33995845756981,60.33995845756981,60.33995845756981,1034.0611482980873,1034.0611482980873,1034.0611482980873,0.0,0.0,0.0,27859.35241490058
2022-02-23,26764.81545561739,19908.12475238899,33628.797121841,26764.81545561739,26764.81545561739,9.260143854339294,9.260143854339294,9.260143854339294,-1041.956466543848,-1041.956466543848,-1041.956466543848,1051.2166103981874,1051.2166103981874,1051.2166103981874,0.0,0.0,0.0,26774.07559947173
2022-02-24,26764.679603089862,20968.14306821029,34305.66429028855,26764.679603089862,26764.679603089862,1046.3611270387926,1046.3611270387926,1046.3611270387926,-9.960930865093856,-9.960930865093856,-9.960930865093856,1056.3220579038864,1056.3220579038864,1056.3220579038864,0.0,0.0,0.0,27811.040730128654
2022-02-25,26764.54375056233,20716.37700000387,34767.389423617286,26764.54375056233,26764.54375056233,919.3706968724965,919.3706968724965,919.3706968724965,-130.97913750546311,-130.97913750546311,-130.97913750546311,1050.3498343779597,1050.3498343779597,1050.3498343779597,0.0,0.0,0.0,27683.91444743483
2022-02-26,26764.4078980348,20981.890352293623,34135.75813934307,26764.4078980348,26764.4078980348,890.9260288563762,890.9260288563762,890.9260288563762,-143.62073538630025,-143.62073538630025,-143.62073538630025,1034.5467642426765,1034.5467642426765,1034.5467642426765,0.0,0.0,0.0,27655.333926891173
2022-02-27,26764.272045507267,21556.35883938105,35680.05874241835,26764.272045507267,26764.272045507267,1347.247242252177,1347.247242252177,1347.247242252177,336.85717274454055,336.85717274454055,336.85717274454055,1010.3900695076364,1010.3900695076364,1010.3900695076364,0.0,0.0,0.0,28111.519287759445
2022-02-28,26764.13619297974,22298.624177022673,35444.58629158034,26764.13619297974,26764.13619297974,1908.8569267830271,1908.8569267830271,1908.8569267830271,929.3201390995326,929.3201390995326,929.3201390995326,979.5367876834941,979.5367876834941,979.5367876834941,0.0,0.0,0.0,28672.993119762767
2022-03-01,26764.000340452207,21135.32203335955,34253.2232820496,26764.000340452207,26764.000340452207,1004.108145425872,1004.108145425872,1004.108145425872,60.33995845562564,60.33995845562564,60.33995845562564,943.7681869702463,943.7681869702463,943.7681869702463,0.0,0.0,0.0,27768.108485878078
2022-03-02,26763.864487924675,19617.15543209569,33359.16136101505,26763.864487924675,26763.864487924675,-137.0256374072555,-137.0256374072555,-137.0256374072555,-1041.9564665439596,-1041.9564665439596,-1041.9564665439596,904.930829136704,904.930829136704,904.930829136704,0.0,0.0,0.0,26626.83885051742
2022-03-03,26763.728635397147,20813.242565551376,34509.13900173183,26763.728635397147,26763.728635397147,854.915106054465,854.915106054465,854.915106054465,-9.960930867750815,-9.960930867750815,-9.960930867750815,864.8760369222158,864.8760369222158,864.8760369222158,0.0,0.0,0.0,27618.64374145161
2022-03-04,26763.59278286961,20175.23694784266,34305.61353823207,26763.59278286961,26763.59278286961,694.4204402129361,694.4204402129361,694.4204402129361,-130.97913750615317,-130.97913750615317,-130.97913750615317,825.3995777190893,825.3995777190893,825.3995777190893,0.0,0.0,0.0,27458.013223082547
2022-03-05,26763.456930342083,20783.982828877637,34662.230067815384,26763.456930342083,26763.456930342083,644.5626414409112,644.5626414409112,644.5626414409112,-143.62073538653223,-143.62073538653223,-143.62073538653223,788.1833768274435,788.1833768274435,788.1833768274435,0.0,0.0,0.0,27408.019571782996
2022-03-06,26763.321077814555,21120.287061926614,35010.401507382274,26763.321077814555,26763.321077814555,1091.5981940487554,1091.5981940487554,1091.5981940487554,336.8571727456443,336.8571727456443,336.8571727456443,754.7410213031111,754.7410213031111,754.7410213031111,0.0,0.0,0.0,27854.91927186331
2022-03-07,26763.18522528702,21589.288195437268,35295.77299102583,26763.18522528702,26763.18522528702,1655.68884966143,1655.68884966143,1655.68884966143,929.3201391004704,929.3201391004704,929.3201391004704,726.3687105609597,726.3687105609597,726.3687105609597,0.0,0.0,0.0,28418.87407494845
2022-03-08,26763.04937275949,20400.465462224987,34778.44720631422,26763.04937275949,26763.04937275949,764.4431136755818,764.4431136755818,764.4431136755818,60.33995845487023,60.33995845487023,60.33995845487023,704.1031552207115,704.1031552207115,704.1031552207115,0.0,0.0,0.0,27527.492486435072
2022-03-09,26762.913520231956,19118.199056248257,33665.590750011965,26762.913520231956,26762.913520231956,-353.2687410679234,-353.2687410679234,-353.2687410679234,-1041.9564665443172,-1041.9564665443172,-1041.9564665443172,688.6877254763939,688.6877254763939,688.6877254763939,0.0,0.0,0.0,26409.64477916403
2022-03-10,26762.777667704428,20502.66903082824,34807.068504803945,26762.777667704428,26762.777667704428,670.5869793039833,670.5869793039833,670.5869793039833,-9.960930867148113,-9.960930867148113,-9.960930867148113,680.5479101711313,680.5479101711313,680.5479101711313,0.0,0.0,0.0,27433.36464700841
2022-03-11,26762.641815176892,20588.95058486795,33972.53334965192,26762.641815176892,26762.641815176892,548.7977371470196,548.7977371470196,548.7977371470196,-130.97913750564234,-130.97913750564234,-130.97913750564234,679.776874652662,679.776874652662,679.776874652662,0.0,0.0,0.0,27311.43955232391
2022-03-12,26762.50596264937,20266.57332610878,34133.50513769707,26762.50596264937,26762.50596264937,542.510871855704,542.510871855704,542.510871855704,-143.62073538563473,-143.62073538563473,-143.62073538563473,686.1316072413387,686.1316072413387,686.1316072413387,0.0,0.0,0.0,27305.016834505077
2022-03-13,26762.370110598826,20866.367071414265,34958.43249423494,26762.370110598826,26762.370110598826,1035.897002205747,1035.897002205747,1035.897002205747,336.8571727453133,336.8571727453133,336.8571727453133,699.0398294604337,699.0398294604337,699.0398294604337,0.0,0.0,0.0,27798.267112804573
2022-03-14,26762.234258548284,21704.41636719638,35378.229296229336,26762.234258548284,26762.234258548284,1646.9376623613487,1646.9376623613487,1646.9376623613487,929.32013910098,929.32013910098,929.32013910098,717.6175232603686,717.6175232603686,717.6175232603686,0.0,0.0,0.0,28409.171920909634
2022-03-15,26762.098406497746,20488.445416951385,34007.17310225072,26762.098406497746,26762.098406497746,801.0365672643169,801.0365672643169,801.0365672643169,60.33995845292608,60.33995845292608,60.33995845292608,740.6966088113909,740.6966088113909,740.6966088113909,0.0,0.0,0.0,27563.134973762062
2022-03-16,26761.962554447204,19748.52513518249,33455.297764652,26761.962554447204,26761.962554447204,-275.09446802498474,-275.09446802498474,-275.09446802498474,-1041.9564665444288,-1041.9564665444288,-1041.9564665444288,766.861998519444,766.861998519444,766.861998519444,0.0,0.0,0.0,26486.86808642222
2022-03-17,26761.826702396662,20684.9750157892,34690.94317053207,26761.826702396662,26761.826702396662,784.5360350412881,784.5360350412881,784.5360350412881,-9.96093086654541,-9.96093086654541,-9.96093086654541,794.4969659078336,794.4969659078336,794.4969659078336,0.0,0.0,0.0,27546.36273743795
2022-03-18,26761.690850346124,20947.206345038318,33916.164702368245,26761.690850346124,26761.690850346124,690.8563730210507,690.8563730210507,690.8563730210507,-130.97913750633236,-130.97913750633236,-130.97913750633236,821.8355105273831,821.8355105273831,821.8355105273831,0.0,0.0,0.0,27452.547223367175
2022-03-19,26761.55499829558,20669.424326499295,34493.62540942978,26761.55499829558,26761.55499829558,703.3994445444836,703.3994445444836,703.3994445444836,-143.62073538586668,-143.62073538586668,-143.62073538586668,847.0201799303502,847.0201799303502,847.0201799303502,0.0,0.0,0.0,27464.954442840066
2022-03-20,26761.419146245044,21103.80347813489,34778.06491217664,26761.419146245044,26761.419146245044,1205.0208063861382,1205.0208063861382,1205.0208063861382,336.8571727449821,336.8571727449821,336.8571727449821,868.1636336411563,868.1636336411563,868.1636336411563,0.0,0.0,0.0,27966.439952631183
2022-03-21,26761.2832941945,21849.08996959566,35376.52439616619,26761.2832941945,26761.2832941945,1812.732246633622,1812.732246633622,1812.732246633622,929.3201391004621,929.3201391004621,929.3201391004621,883.4121075331599,883.4121075331599,883.4121075331599,0.0,0.0,0.0,28574.015540828124
2022-03-22,26761.14744214396,20861.843554222716,34223.66654978675,26761.14744214396,26761.14744214396,951.348822530934,951.348822530934,951.348822530934,60.33995845335941,60.33995845335941,60.33995845335941,891.0088640775745,891.0088640775745,891.0088640775745,0.0,0.0,0.0,27712.496264674894
2022-03-23,26761.01159009342,19864.4656549322,33439.8912500008,26761.01159009342,26761.01159009342,-152.60076949427963,-152.60076949427963,-152.60076949427963,-1041.9564665445403,-1041.9564665445403,-1041.9564665445403,889.3556970502606,889.3556970502606,889.3556970502606,0.0,0.0,0.0,26608.410820599143
2022-03-24,26760.87573804288,20762.3207381843,34107.19157336343,26760.87573804288,26760.87573804288,867.1096684998513,867.1096684998513,867.1096684998513,-9.96093086599025,-9.96093086599025,-9.96093086599025,877.0705993658415,877.0705993658415,877.0705993658415,0.0,0.0,0.0,27627.98540654273
2022-03-25,26760.739885992338,20896.667506499783,34605.98139790687,26760.739885992338,26760.739885992338,722.0606613770941,722.0606613770941,722.0606613770941,-130.97913750517566,-130.97913750517566,-130.97913750517566,853.0397988822698,853.0397988822698,853.0397988822698,0.0,0.0,0.0,27482.800547369432
2022-03-26,26760.6040339418,20522.613646050206,34229.53860146591,26760.6040339418,26760.6040339418,672.8417814862852,672.8417814862852,672.8417814862852,-143.62073538623716,-143.62073538623716,-143.62073538623716,816.4625168725223,816.4625168725223,816.4625168725223,0.0,0.0,0.0,27433.445815428084
2022-03-27,26760.468181891258,21229.899918348805,34698.137757231765,26760.468181891258,26760.468181891258,1103.744176022187,1103.744176022187,1103.744176022187,336.8571727460857,336.8571727460857,336.8571727460857,766.8870032761013,766.8870032761013,766.8870032761013,0.0,0.0,0.0,27864.212357913446
2022-03-28,26760.33232984072,21895.23882216771,35193.486271745925,26760.33232984072,26760.33232984072,1633.5567854379876,1633.5567854379876,1633.5567854379876,929.3201390999441,929.3201390999441,929.3201390999441,704.2366463380437,704.2366463380437,704.2366463380437,0.0,0.0,0.0,28393.889115278707
2022-03-29,26760.196477790178,20592.534530137487,34022.86047228272,26760.196477790178,26760.196477790178,689.1651933836463,689.1651933836463,689.1651933836463,60.33995845141526,60.33995845141526,60.33995845141526,628.8252349322311,628.8252349322311,628.8252349322311,0.0,0.0,0.0,27449.361671173825
2022-03-30,26760.060625739636,20136.85476324279,33405.29506341334,26760.060625739636,26760.060625739636,-500.59570477425643,-500.59570477425643,-500.59570477425643,-1041.9564665448981,-1041.9564665448981,-1041.9564665448981,541.3607617706417,541.3607617706417,541.3607617706417,0.0,0.0,0.0,26259.46492096538
2022-03-31,26759.924773689097,20015.636216273426,34306.89923553529,26759.924773689097,26759.924773689097,432.9765550872189,432.9765550872189,432.9765550872189,-9.960930865435165,-9.960930865435165,-9.960930865435165,442.9374859526541,442.9374859526541,442.9374859526541,0.0,0.0,0.0,27192.901328776315
2022-04-01,26759.788921638556,20288.443079595676,33703.81555522758,26759.788921638556,26759.788921638556,204.03717687471382,204.03717687471382,204.03717687471382,-130.97913750526527,-130.97913750526527,-130.97913750526527,335.01631437997906,335.01631437997906,335.01631437997906,0.0,0.0,0.0,26963.82609851327
2022-04-02,26759.653069588017,20136.11243393995,33725.7998248294,26759.653069588017,26759.653069588017,75.77316818649797,75.77316818649797,75.77316818649797,-143.6207353875985,-143.6207353875985,-143.6207353875985,219.3939035740965,219.3939035740965,219.3939035740965,0.0,0.0,0.0,26835.426237774514
2022-04-03,26759.517217537476,20243.341989014374,33892.2622495341,26759.517217537476,26759.517217537476,435.01838917730623,435.01838917730623,435.01838917730623,336.8571727471895,336.8571727471895,336.8571727471895,98.16121643011675,98.16121643011675,98.16121643011675,0.0,0.0,0.0,27194.53560671478
2022-04-04,26759.381365486934,20795.723473937287,34376.71776893517,26759.381365486934,26759.381365486934,902.9727217799699,902.9727217799699,902.9727217799699,929.320139100882,929.320139100882,929.320139100882,-26.34741732091191,-26.34741732091191,-26.34741732091191,0.0,0.0,0.0,27662.354087266904
2022-04-05,26759.245513436395,19684.93837678132,33536.418406694094,26759.245513436395,26759.245513436395,-91.27344349372643,-91.27344349372643,-91.27344349372643,60.33995845631054,60.33995845631054,60.33995845631054,-151.61340195003694,-151.61340195003694,-151.61340195003694,0.0,0.0,0.0,26667.97206994267
